iter	MultiClass
0	1.514834677
1	1.432817228
2	1.354242
3	1.283165856
4	1.235836268
5	1.189203175
6	1.141738612
7	1.104656126
8	1.08169823
9	1.057547375
10	1.023218835
11	0.9916036882
12	0.9582667577
13	0.9367843701
14	0.9113243295
15	0.896127496
16	0.881210499
17	0.8603708887
18	0.8418113435
19	0.8247223573
20	0.8042592455
21	0.7823073584
22	0.7669461364
23	0.7454276815
24	0.7284610588
25	0.7098930862
26	0.6894523963
27	0.6755109005
28	0.6645157434
29	0.6442985011
30	0.6303886379
31	0.6168353459
32	0.603828581
33	0.5924389061
34	0.5822488702
35	0.5703806438
36	0.5611044675
37	0.5517576765
38	0.5459399338
39	0.533398733
40	0.5179343885
41	0.5092577357
42	0.4996727118
43	0.4883762996
44	0.4740456414
45	0.465831049
46	0.4577546275
47	0.4546421485
48	0.4493329855
49	0.4475972048
50	0.4409901322
51	0.4355226242
52	0.4292844231
53	0.4222081654
54	0.4163278918
55	0.4079271499
56	0.4023402795
57	0.3985603456
58	0.3882960178
59	0.3834519918
60	0.3765298629
61	0.3731128259
62	0.3698738956
63	0.3654921148
64	0.3594261659
65	0.3568151764
66	0.3539350274
67	0.3510183429
68	0.3446012048
69	0.3394779844
70	0.3351727594
71	0.3304317571
72	0.3266574139
73	0.3216325335
74	0.3189462427
75	0.3169132016
76	0.3124469404
77	0.3084308302
78	0.3050533119
79	0.2976692482
80	0.2940712316
81	0.2887627633
82	0.2844838298
83	0.2810176562
84	0.2787549457
85	0.274918972
86	0.2716421294
87	0.2677008143
88	0.2635253725
89	0.2597671146
90	0.2527470973
91	0.2477845362
92	0.2443282183
93	0.2380938518
94	0.2337959492
95	0.2304518915
96	0.2269195007
97	0.2228551861
98	0.2183646034
99	0.2147935016
100	0.2106878716
101	0.2076035924
102	0.2045567881
103	0.2007703283
104	0.1976502525
105	0.19438693
106	0.1925444781
107	0.190137631
108	0.1880765637
109	0.1859701746
110	0.1825021177
111	0.1813249817
112	0.179691447
113	0.1757233846
114	0.1732119559
115	0.1698025792
116	0.1663240355
117	0.1635159436
118	0.1613224597
119	0.1586414222
120	0.1564406467
121	0.1544713073
122	0.1524890251
123	0.1504025707
124	0.1482873919
125	0.1471453262
126	0.146684854
127	0.1448692607
128	0.141972756
129	0.140917876
130	0.1396068995
131	0.138430978
132	0.1362147473
133	0.1359222518
134	0.1339371233
135	0.1329948088
136	0.1318596232
137	0.1306773435
138	0.1289418447
139	0.1273888514
140	0.1260628759
141	0.1250469818
142	0.123369705
143	0.1226295549
144	0.1216780611
145	0.1208931685
146	0.1198034376
147	0.1185586752
148	0.1171358039
149	0.1163900197
150	0.1158952188
151	0.1147883886
152	0.1139182144
153	0.1125096594
154	0.1123208738
155	0.1112765292
156	0.1103006561
157	0.1100027953
158	0.1093968456
159	0.1084565693
160	0.1077627059
161	0.1075954923
162	0.1074737349
163	0.1069940299
164	0.1061098798
165	0.1059499637
166	0.1052922052
167	0.1045033843
168	0.1042383602
169	0.1039156173
170	0.1028015084
171	0.1016901788
172	0.1009570834
173	0.1007324635
174	0.09994481773
175	0.09936124017
176	0.09874552602
177	0.09827152844
178	0.09791228587
179	0.09723430574
180	0.0966017225
181	0.09628734527
182	0.09590853304
183	0.09560745956
184	0.09498650867
185	0.0947924254
186	0.09455471284
187	0.09406440866
188	0.09344707683
189	0.09316596651
190	0.09259645512
191	0.09221522071
192	0.09176308028
193	0.09154186666
194	0.09093710057
195	0.09072828195
196	0.09069238331
197	0.09034886518
198	0.09000236203
199	0.089847856
200	0.08975518588
201	0.08947971865
202	0.08931573103
203	0.08894499266
204	0.08858736956
205	0.0877638994
206	0.08748957301
207	0.08733007451
208	0.08692374828
209	0.08670925003
210	0.08600333771
211	0.08595215327
212	0.0858621409
213	0.08565957833
214	0.08516164437
215	0.08477411872
216	0.08470732066
217	0.08460365643
218	0.08455793628
219	0.08409418276
220	0.08377470016
221	0.08331532334
222	0.08290160634
223	0.08256054918
224	0.08237119764
225	0.08221757831
226	0.08197813255
227	0.08183202636
228	0.08165798837
229	0.08145050746
230	0.08109277681
231	0.08064302506
232	0.08019868177
233	0.08006827274
234	0.07991149034
235	0.07940468905
236	0.07932451437
237	0.07887239838
238	0.07852598366
239	0.07838850696
240	0.07790032885
241	0.07769746381
242	0.07766073288
243	0.07758406648
244	0.07755888867
245	0.07712768184
246	0.07699062867
247	0.07663893739
248	0.07655616383
249	0.07639871904
250	0.0762830448
251	0.07586071959
252	0.07571087963
253	0.07566375451
254	0.0756431018
255	0.07547597147
256	0.07512936712
257	0.07477371602
258	0.07421985316
259	0.07409329877
260	0.07401843929
261	0.07365435919
262	0.07334463847
263	0.07329466681
264	0.07317624071
265	0.07292054857
266	0.07279967287
267	0.0727743555
268	0.07274710326
269	0.07250748676
270	0.0723183497
271	0.07230424499
272	0.07180925157
273	0.07150393282
274	0.07146862659
275	0.07130571212
276	0.07085209572
277	0.07069962814
278	0.07058934183
279	0.0704480238
280	0.07039479777
281	0.07033352467
282	0.07023158259
283	0.06996817206
284	0.06964660827
285	0.06961831693
286	0.06947742738
287	0.06937858362
288	0.0690916815
289	0.06880471942
290	0.06845899185
291	0.06843646753
292	0.06804606635
293	0.06767492453
294	0.06766653663
295	0.06742942399
296	0.06737826862
297	0.06728782554
298	0.06711232682
299	0.06682517359
300	0.06650231746
301	0.06632238545
302	0.06602592877
303	0.06601004933
304	0.06591747054
305	0.06590284902
306	0.06576734528
307	0.065758667
308	0.06564920588
309	0.0656250258
310	0.06534291737
311	0.06506211107
312	0.06495776786
313	0.06489163382
314	0.0647585323
315	0.06458849521
316	0.06410920776
317	0.06409789164
318	0.06407474676
319	0.06396951437
320	0.06385790063
321	0.06369721299
322	0.06362750757
323	0.06357308164
324	0.06354287672
325	0.06322803518
326	0.06276499446
327	0.06265310394
328	0.06255727167
329	0.06240930183
330	0.06231655342
331	0.06216620209
332	0.06206940174
333	0.0620475848
334	0.06196761434
335	0.06158265349
336	0.06147687649
337	0.06135758648
338	0.0612189627
339	0.06120372438
340	0.06095240704
341	0.06078820538
342	0.0606869026
343	0.06038733566
344	0.06028439339
345	0.06027134739
346	0.06025804236
347	0.06008229296
348	0.0598386331
349	0.05982375618
350	0.05978614475
351	0.05952334505
352	0.05951359345
353	0.05950379648
354	0.05924577945
355	0.0591519825
356	0.05903464212
357	0.05892718059
358	0.05883935392
359	0.05882911654
360	0.05872744089
361	0.05853881342
362	0.05847245576
363	0.05846382416
364	0.05845167045
365	0.05836131531
366	0.05830107786
367	0.05824292497
368	0.05816770823
369	0.05812064527
370	0.05810860357
371	0.0581007927
372	0.05788670595
373	0.05763331896
374	0.05751829647
375	0.0574451403
376	0.05735547387
377	0.05712899243
378	0.05711925683
379	0.05701955459
380	0.05686607024
381	0.05678357578
382	0.05664019851
383	0.05660432248
384	0.05643738457
385	0.05622601458
386	0.05600157681
387	0.05588176234
388	0.05577648942
389	0.05555411561
390	0.05539469794
391	0.05538284597
392	0.05535292058
393	0.05505790843
394	0.05502671694
395	0.05494432224
396	0.05491228089
397	0.05474785912
398	0.05468611094
399	0.05448815531
400	0.05444769007
401	0.05440416734
402	0.05437881538
403	0.05437196009
404	0.05435571139
405	0.05434263455
406	0.05433196012
407	0.05414854043
408	0.05412054127
409	0.054101535
410	0.05397258757
411	0.05381405164
412	0.05377882942
413	0.0536148534
414	0.0536033129
415	0.05352154565
416	0.05342889278
417	0.05333345981
418	0.05326307026
419	0.05320168639
420	0.05319130484
421	0.05317653165
422	0.05310069497
423	0.05308279684
424	0.05300826273
425	0.05279931072
426	0.05267342242
427	0.05264920123
428	0.05263046615
429	0.05243158988
430	0.05239913481
431	0.05237518888
432	0.05220903097
433	0.05215807212
434	0.05212223627
435	0.05205457703
436	0.05174834635
437	0.05173276911
438	0.05164758529
439	0.05157596073
440	0.0514093505
441	0.05123198157
442	0.05115473043
443	0.0510163974
444	0.0510053166
445	0.05095242856
446	0.0508924531
447	0.05086279199
448	0.05073463695
449	0.05072359141
450	0.05051933044
451	0.05045111651
452	0.05044028463
453	0.05036307721
454	0.05028157932
455	0.05027053634
456	0.05026435246
457	0.05019413315
458	0.05008628345
459	0.05004407994
460	0.05001717535
461	0.04979540464
462	0.04969682455
463	0.04968860215
464	0.04950126232
465	0.04931772941
466	0.04927825597
467	0.04927141036
468	0.04910957757
469	0.04909715292
470	0.04904412413
471	0.0489236501
472	0.04884402124
473	0.04858663984
474	0.04851627351
475	0.04836290183
476	0.04819172026
477	0.04816940323
478	0.04813195523
479	0.04811475136
480	0.04805477494
481	0.04794507421
482	0.04793168383
483	0.04770191831
484	0.04766005076
485	0.04757039673
486	0.04755804784
487	0.04754699579
488	0.04753100006
489	0.04750016601
490	0.04742843197
491	0.04721577784
492	0.04720871509
493	0.04709088636
494	0.04703401372
495	0.04696852482
496	0.04690192495
497	0.04677247649
498	0.04675381816
499	0.04671249996
500	0.046658011
501	0.04649513933
502	0.04647749141
503	0.04647248091
504	0.04646673729
505	0.04644836792
506	0.04644267551
507	0.04643518602
508	0.04636213263
509	0.04623638061
510	0.04612555939
511	0.04608537015
512	0.04606706744
513	0.04589213139
514	0.04588315828
515	0.04574910752
516	0.04574297218
517	0.04571218888
518	0.04569823924
519	0.04568853707
520	0.04565152223
521	0.04558163968
522	0.04544022593
523	0.04543484335
524	0.04531310686
525	0.04518482178
526	0.04509497213
527	0.04509001731
528	0.04499245864
529	0.04490279636
530	0.04475049265
531	0.04471662552
532	0.0446618524
533	0.04453095321
534	0.04449970522
535	0.04448726498
536	0.04439689745
537	0.04432334475
538	0.04423597596
539	0.04412065587
540	0.04407950838
541	0.04402900688
542	0.04395359161
543	0.04378149138
544	0.04374772065
545	0.04369354732
546	0.04368300347
547	0.04359586959
548	0.04341643653
549	0.04336471524
550	0.04312510334
551	0.04291158497
552	0.0428988343
553	0.04284361455
554	0.04283328515
555	0.04282726737
556	0.0428217314
557	0.04274531963
558	0.04269343006
559	0.0425825163
560	0.04254911895
561	0.04254383418
562	0.04244350113
563	0.0423997314
564	0.04234313533
565	0.04230209782
566	0.04229498045
567	0.04212542787
568	0.04211630022
569	0.04208113328
570	0.04207498155
571	0.04195980112
572	0.04185487414
573	0.04172969791
574	0.04159500598
575	0.04152134784
576	0.041369308
577	0.04136369129
578	0.04126683132
579	0.04115553157
580	0.04114913961
581	0.04114247386
582	0.04100728815
583	0.04089794385
584	0.04077784782
585	0.04073278591
586	0.0406922511
587	0.04054143157
588	0.04051464431
589	0.0404022255
590	0.04035806407
591	0.04033184144
592	0.04030076489
593	0.04024074602
594	0.0402348435
595	0.0401380808
596	0.04012519835
597	0.0400943166
598	0.04005186736
599	0.04004493465
600	0.0399479189
601	0.03994412486
602	0.03989221213
603	0.03988145191
604	0.03986284029
605	0.0398379401
606	0.03974079316
607	0.03971475307
608	0.0396992306
609	0.0396642858
610	0.0396440104
611	0.03963306002
612	0.03957779585
613	0.03938786404
614	0.03938179298
615	0.0393598464
616	0.0392668644
617	0.03926325316
618	0.03917150519
