iter	MultiClass
619	0.03916177674
620	0.03908423963
621	0.03900457545
622	0.03896644754
623	0.03886607061
624	0.03873462252
625	0.03869472229
626	0.03868866426
627	0.03863653643
628	0.0386045341
629	0.03859092508
630	0.03854721268
631	0.03835623627
632	0.03829422602
633	0.03828847085
634	0.03816895936
635	0.03812010122
636	0.03809786863
637	0.03809037056
638	0.03806982652
639	0.03798330347
640	0.03797672578
641	0.03795766923
642	0.03792563314
643	0.03787163493
644	0.03786298406
645	0.03781552588
646	0.03779862171
647	0.0377905649
648	0.03775094305
649	0.03774558901
650	0.03771349648
651	0.03770798458
652	0.03769459472
653	0.03769038708
654	0.03767241046
655	0.03766247242
656	0.03765753671
657	0.03756406551
658	0.03755804256
659	0.03751094474
660	0.03745596009
661	0.03742462818
662	0.03737783619
663	0.03736650438
664	0.03736244199
665	0.03731441465
666	0.037227596
667	0.0371668666
668	0.0371524727
669	0.03706244303
670	0.0369864738
671	0.03688260175
672	0.03683216897
673	0.03672353122
674	0.03663710747
675	0.03662561463
676	0.03656365205
677	0.03655988042
678	0.03650587139
679	0.03647089291
680	0.03646264717
681	0.03645381494
682	0.03644782806
683	0.03634369968
684	0.03625786629
685	0.03622829171
686	0.03615324399
687	0.03611193689
688	0.03601692073
689	0.0360069598
690	0.03599882898
691	0.03594299122
692	0.03586001274
693	0.03578083415
694	0.03577727342
695	0.03573163223
696	0.03572439905
697	0.03568755414
698	0.03557127723
699	0.03555870159
700	0.03551116478
701	0.03549825985
702	0.03548110194
703	0.03543354717
704	0.03542120677
705	0.03539277869
706	0.03538409923
707	0.03537290378
708	0.03526099699
709	0.03525117236
710	0.03515577152
711	0.03513649889
712	0.03512706046
713	0.03506686973
714	0.03502941476
715	0.03498282137
716	0.03496207974
717	0.03493650104
718	0.03490023578
719	0.03489768143
720	0.0348522276
721	0.03476954153
722	0.03474935175
723	0.0347373165
724	0.03472297889
725	0.03464043283
726	0.03463561751
727	0.03460656702
728	0.0346023934
729	0.03459442529
730	0.03459107511
731	0.03451570259
732	0.03446475779
733	0.03443705697
734	0.0344298056
735	0.03441584328
736	0.0343737986
737	0.03432781716
738	0.03431841907
739	0.03431478198
740	0.0342921307
741	0.03426170648
742	0.0342129817
743	0.03418598065
744	0.03416107648
745	0.03413989539
746	0.03411578805
747	0.03411007399
748	0.03410678009
749	0.03410251265
750	0.0340997034
751	0.03396924214
752	0.03396687725
753	0.03389419082
754	0.03378510483
755	0.0337545792
756	0.03375058655
757	0.03373858306
758	0.03369966031
759	0.03366552306
760	0.03364609985
761	0.0336410465
762	0.0336166417
763	0.0335917463
764	0.03354178685
765	0.03350335771
766	0.03345131166
767	0.03343266403
768	0.03342947968
769	0.03341379298
770	0.03340722636
771	0.03339316873
772	0.03337993004
773	0.033338244
774	0.03331663995
775	0.03327626784
776	0.03326549129
777	0.0331823174
778	0.03315406813
779	0.03313890815
780	0.03312859143
781	0.03305741192
782	0.03305420286
783	0.03304764506
784	0.03294924348
785	0.03285703515
786	0.03281372466
787	0.03278715334
788	0.03278428149
789	0.03276961424
790	0.0327426839
791	0.03273552089
792	0.03266878103
793	0.03261398053
794	0.03256809402
795	0.0325488999
796	0.03246338354
797	0.03238203193
798	0.03235613799
799	0.03226973912
800	0.0322174102
801	0.03220358937
802	0.03214533797
803	0.03211562195
804	0.03211036432
805	0.03201018381
806	0.0319957484
807	0.03197688358
808	0.03196154835
809	0.03195882069
810	0.03194914992
811	0.03189901396
812	0.03186957721
813	0.03186710698
814	0.03182070138
815	0.03178871473
816	0.03178486698
817	0.03175751176
818	0.03172694879
819	0.03171572582
820	0.03165169742
821	0.03164814192
822	0.03163981464
823	0.03152830058
824	0.03151361483
825	0.03144268555
826	0.03136666212
827	0.03132006575
828	0.03130568797
829	0.03129193022
830	0.03126352593
831	0.03125956848
832	0.0312328061
833	0.03119155968
834	0.03118119261
835	0.03113829598
836	0.03106071459
837	0.03103030869
838	0.03102809689
839	0.03097592051
840	0.03095451839
841	0.03094670823
842	0.03091513603
843	0.03087604322
844	0.03082630216
845	0.03078557011
846	0.03077264989
847	0.03077017618
848	0.03071190427
849	0.03070852349
850	0.03066123871
851	0.03063724642
852	0.03059942126
853	0.03059727883
854	0.03059388483
855	0.03052030272
856	0.03051203414
857	0.0305047734
858	0.03047293197
859	0.03042081157
860	0.03039735643
861	0.03037682215
862	0.03036727474
863	0.03034384782
864	0.03032387124
865	0.03029954207
866	0.0302105941
867	0.03012724367
868	0.030040657
869	0.03003851601
870	0.03002433902
871	0.02996473439
872	0.02991869604
873	0.0298651811
874	0.02986151304
875	0.0298497328
876	0.02982710864
877	0.02981829989
878	0.02979159787
879	0.02970834656
880	0.02970411182
881	0.02970012887
882	0.02966258005
883	0.02965875784
884	0.02965434755
885	0.02960616362
886	0.02955776864
887	0.02955100146
888	0.02953459356
889	0.02952919041
890	0.02947651523
891	0.02946814883
892	0.02942253326
893	0.02936045858
894	0.02934350649
895	0.02926767633
896	0.02922993891
897	0.02918986386
898	0.02909386184
899	0.02902976295
900	0.02901966415
901	0.02899961113
902	0.02898690653
903	0.02897274645
904	0.02892455016
905	0.0289120121
906	0.02890786349
907	0.02890573649
908	0.02889301622
909	0.02884218409
910	0.02882413524
911	0.02874390034
912	0.02872162348
913	0.02864024071
914	0.02863216063
915	0.02860749988
916	0.02855968334
917	0.02851190206
918	0.02850507409
919	0.02850223475
920	0.02837775772
921	0.02837439498
922	0.02836664545
923	0.02827703067
924	0.02824963882
925	0.02818551216
926	0.02811235191
927	0.02808899146
928	0.0280290164
929	0.02795482602
930	0.02793400628
931	0.02791492956
932	0.02789224804
933	0.02786304557
934	0.02785476432
935	0.02783744572
936	0.02777974737
937	0.02776436904
938	0.02775204679
939	0.02774619856
940	0.0277260766
941	0.02771099927
942	0.02767818716
943	0.0276596051
944	0.02765590119
945	0.02759726349
946	0.0275497387
947	0.02751132462
948	0.02749772964
949	0.02746824735
950	0.02744643558
951	0.02743371182
952	0.0273936871
953	0.02739189636
954	0.02738237616
955	0.02736548061
956	0.02731893811
957	0.02731174134
958	0.02723521802
959	0.02721491379
960	0.02716506783
961	0.02712956506
962	0.02711320972
963	0.02706840818
964	0.02705612585
965	0.02697906626
966	0.02689871095
967	0.02688513981
968	0.0268756571
969	0.02686411267
970	0.02685210849
971	0.02680443137
972	0.02679774098
973	0.02679122896
974	0.02678457822
975	0.02676823307
976	0.02672546626
977	0.02668725634
978	0.0266850152
979	0.02666518457
980	0.02664903092
981	0.02659460536
982	0.02657432302
983	0.02654719837
984	0.0265450932
985	0.02647518571
986	0.02645992647
987	0.02640485482
988	0.02636812404
989	0.02633722336
990	0.02630348784
991	0.02629780232
992	0.02627172574
993	0.02624741096
994	0.02624502684
995	0.02624370455
996	0.02621042448
997	0.02616873658
998	0.02615188229
999	0.02608513041
